"SystemCodeNumber","t","Occupancy","Capacity","QueueSmoothed","TrafficLevel","IsSpecialDay","VehicleWeight","price","time","diff"
"Others-CCCPS105a","2016-10-24T12:02:00.000000000","1118","2009","2.3978952727983707","2","0","1.0","11.705443405438508","1752076784694","1"
"Others-CCCPS8","2016-10-24T14:56:00.000000000","698","1322","1.6094379124341003","1","0","1.0","11.682706853342617","1752076784694","1"
"BHMBCCTHL01","2016-10-24T12:30:00.000000000","272","387","2.1972245773362196","2","0","1.0","11.75145466592909","1752076784694","1"
"Others-CCCPS98","2016-10-24T09:55:00.000000000","884","3103","1.0986122886681096","0","0","0.5","11.20919173891994","1752076784694","1"
"BHMBCCMKT01","2016-10-24T13:56:00.000000000","219","577","1.6094379124341003","1","0","1.0","11.534268349631262","1752076784694","1"
"BHMMBMMBX01","2016-10-24T12:56:00.000000000","510","687","2.1972245773362196","2","0","0.5","11.41597036727073","1752076784694","1"
"Broad Street","2016-10-24T11:03:00.000000000","571","690","1.791759469228055","1","0","0.5","11.698415966498086","1752076784694","1"
"Others-CCCPS119a","2016-10-24T11:03:00.000000000","422","2803","2.0794415416798357","2","0","2.0","11.89027374979104","1752076784694","1"
"Others-CCCPS105a","2016-10-24T11:03:00.000000000","1021","2009","1.9459101490553132","1","0","1.0","11.831168115841743","1752076784694","1"
"BHMBCCMKT01","2016-10-24T09:03:00.000000000","62","577","1.0986122886681096","0","0","1.0","11.406758484022097","1752076784694","1"
"Others-CCCPS98","2016-10-24T11:03:00.000000000","991","3103","2.1972245773362196","2","0","0.5","10.992980641874684","1752076784694","1"
"Others-CCCPS98","2016-10-24T12:02:00.000000000","1093","3103","2.302585092994046","2","0","0.5","11.078532314463507","1752076784694","1"
"BHMBCCTHL01","2016-10-24T12:56:00.000000000","299","387","1.791759469228055","1","0","1.0","12.018489553735474","1752076784694","1"
"Others-CCCPS105a","2016-10-24T12:56:00.000000000","1204","2009","2.302585092994046","2","0","0.5","11.325595682385526","1752076784694","1"
"BHMBCCMKT01","2016-10-23T16:26:00.000000000","150","577","1.3862943611198906","0","1","1.0","12.203112518514885","1752076784694","1"
"Broad Street","2016-10-24T13:56:00.000000000","621","690","1.791759469228055","1","0","1.0","12.145879734614027","1752076784694","1"
"BHMNCPHST01","2016-10-24T14:30:00.000000000","703","1200","1.6094379124341003","1","0","0.5","11.365552289550383","1752076784694","1"
"Others-CCCPS119a","2016-10-24T09:30:00.000000000","282","2803","1.0986122886681096","0","0","0.5","11.024912637377222","1752076784694","1"
"BHMNCPNST01","2016-10-24T11:03:00.000000000","307","485","1.791759469228055","1","0","0.5","11.503869425335678","1752076784694","1"
"Others-CCCPS8","2016-10-24T09:55:00.000000000","476","1322","1.0986122886681096","0","0","0.5","11.284366658706217","1752076784694","1"
"BHMMBMMBX01","2016-10-24T13:30:00.000000000","512","687","2.0794415416798357","2","0","0.3","11.209990057593922","1752076784694","1"
"Others-CCCPS8","2016-10-24T08:29:00.000000000","349","1322","1.0986122886681096","0","0","2.0","12.313300092896839","1752076784694","1"
"BHMBCCMKT01","2016-10-24T10:30:00.000000000","114","577","1.3862943611198906","1","0","1.0","11.2407208374057","1752076784694","1"
"BHMNCPHST01","2016-10-24T13:56:00.000000000","688","1200","1.9459101490553132","1","0","0.5","11.52128840786099","1752076784694","1"
"BHMEURBRD01","2016-10-24T07:56:00.000000000","126","470","0.6931471805599453","0","0","0.5","10.989658696662952","1752076784694","1"
"BHMEURBRD01","2016-10-24T12:30:00.000000000","413","470","2.1972245773362196","2","0","0.5","11.55233569292343","1752076784694","1"
"Others-CCCPS135a","2016-10-24T12:30:00.000000000","2623","3883","2.3978952727983707","2","0","1.0","11.824456263749173","1752076784694","1"
"Others-CCCPS135a","2016-10-24T12:56:00.000000000","2651","3883","2.4849066497880004","2","0","1.0","11.87517287163621","1752076784694","1"
"Others-CCCPS105a","2016-10-24T09:03:00.000000000","775","2009","1.3862943611198906","1","0","1.0","11.428911242282195","1752076784694","1"
"Others-CCCPS135a","2016-10-24T09:03:00.000000000","1903","3883","1.3862943611198906","0","0","1.0","11.93323216639564","1752076784694","1"
"Others-CCCPS105a","2016-10-24T10:30:00.000000000","958","2009","1.6094379124341003","1","0","0.5","11.256573112513715","1752076784694","1"
"BHMBCCTHL01","2016-10-24T13:30:00.000000000","301","387","2.0794415416798357","2","0","1.0","11.767498548617697","1752076784694","1"
"BHMNCPNST01","2016-10-24T13:56:00.000000000","320","485","1.791759469228055","1","0","0.3","11.380673549047017","1752076784694","1"
"Others-CCCPS202","2016-10-24T09:03:00.000000000","806","2937","1.3862943611198906","0","0","1.0","11.717576870719972","1752076784694","1"
"BHMBCCMKT01","2016-10-25T13:56:00.000000000","363","577","1.791759469228055","1","0","2.0","12.62499585246498","1752076785092","1"
"Others-CCCPS202","2016-10-24T15:32:00.000000000","1215","2937","1.3862943611198906","0","0","0.5","11.48183461671929","1752076785092","1"
"Others-CCCPS119a","2016-10-25T08:26:00.000000000","259","2803","1.0986122886681096","0","0","1.0","11.391707143263774","1752076785092","1"
"BHMEURBRD01","2016-10-25T09:00:00.000000000","311","470","1.0986122886681096","0","0","1.0","11.961008271993629","1752076785092","1"
"BHMMBMMBX01","2016-10-24T16:00:00.000000000","450","687","1.0986122886681096","1","0","2.0","12.304327978395191","1752076785092","1"
"Others-CCCPS8","2016-10-25T09:00:00.000000000","489","1322","1.3862943611198906","0","0","1.0","11.813041280408658","1752076785092","1"
"Others-CCCPS105a","2016-10-25T13:56:00.000000000","1385","2009","1.9459101490553132","1","0","0.3","11.487352784831291","1752076785092","1"
"Shopping","2016-10-25T14:29:00.000000000","1229","1920","1.9459101490553132","2","0","1.0","11.563059241194322","1752076785092","1"
"Others-CCCPS135a","2016-10-25T09:00:00.000000000","1859","3883","1.3862943611198906","0","0","1.0","11.921900721636431","1752076785092","1"
"BHMEURBRD01","2016-10-25T14:29:00.000000000","470","470","1.9459101490553132","2","0","0.5","11.547955074527657","1752076785092","1"
"Broad Street","2016-10-25T11:29:00.000000000","649","690","1.9459101490553132","1","0","1.0","12.263534784672585","1752076785092","1"
"Shopping","2016-10-25T13:29:00.000000000","1242","1920","2.302585092994046","2","0","1.0","11.748167546497024","1752076785092","1"
"Others-CCCPS105a","2016-10-25T12:02:00.000000000","1315","2009","2.3978952727983707","2","0","1.0","11.803502141127906","1752076785092","1"
"Others-CCCPS98","2016-10-25T13:56:00.000000000","1293","3103","1.9459101490553132","1","0","0.5","11.364648596925335","1752076785092","1"
"Others-CCCPS119a","2016-10-25T11:29:00.000000000","596","2803","1.791759469228055","1","0","2.0","12.208509060336468","1752076785092","1"
"Others-CCCPS119a","2016-10-25T15:02:00.000000000","643","2803","1.3862943611198906","0","0","1.0","11.672544255122915","1752076785092","1"
"BHMNCPNST01","2016-10-25T12:02:00.000000000","371","485","2.0794415416798357","2","0","1.0","11.754669224448165","1752076785092","1"
"BHMNCPHST01","2016-10-24T16:00:00.000000000","624","1200","1.3862943611198906","0","0","1.0","11.963147180559945","1752076785092","1"
"Others-CCCPS202","2016-10-25T11:29:00.000000000","1315","2937","1.9459101490553132","1","0","0.3","11.245690859342092","1752076785092","1"
"BHMBCCTHL01","2016-10-25T12:29:00.000000000","344","387","2.1972245773362196","2","0","2.0","12.687501177557","1752076785092","1"
"Others-CCCPS98","2016-10-24T16:00:00.000000000","933","3103","1.0986122886681096","0","0","1.0","11.599982908755582","1752076785092","1"
"Others-CCCPS98","2016-10-25T10:56:00.000000000","1117","3103","1.6094379124341003","1","0","2.0","12.264693174715278","1752076785092","1"
"Shopping","2016-10-25T09:00:00.000000000","841","1920","1.3862943611198906","0","0","1.0","11.88116801389328","1752076785092","1"
"BHMNCPNST01","2016-10-25T08:00:00.000000000","271","485","1.0986122886681096","0","0","1.0","11.858069030931993","1752076785092","1"
"BHMEURBRD01","2016-10-25T12:29:00.000000000","459","470","1.9459101490553132","1","0","1.0","12.299550819208507","1752076785092","1"
"Shopping","2016-10-24T16:33:00.000000000","966","1920","1.0986122886681096","0","0","2.0","12.552431144334054","1752076785092","1"
"BHMNCPNST01","2016-10-25T15:02:00.000000000","360","485","1.0986122886681096","0","0","1.0","12.041574185571168","1752076785092","1"
"Others-CCCPS8","2016-10-25T10:56:00.000000000","672","1322","1.791759469228055","1","0","0.3","11.229200460786492","1752076785092","1"
"Others-CCCPS98","2016-10-25T13:29:00.000000000","1286","3103","2.302585092994046","2","0","0.5","11.140730187489611","1752076785092","1"
"Others-CCCPS135a","2016-10-24T16:00:00.000000000","2314","3883","1.3862943611198906","1","0","0.3","11.114078161760048","1752076785092","1"
"BHMMBMMBX01","2016-10-25T08:26:00.000000000","305","687","1.0986122886681096","0","0","1.0","11.743265387419935","1752076785092","1"
"BHMMBMMBX01","2016-10-25T13:56:00.000000000","577","687","1.9459101490553132","1","0","1.0","12.162838626201601","1752076785092","1"
"Others-CCCPS119a","2016-10-25T14:29:00.000000000","680","2803","1.791759469228055","1","0","0.3","10.96347695188124","1752076785092","1"
"Broad Street","2016-10-25T10:29:00.000000000","612","690","1.3862943611198906","0","0","1.0","12.330103702299075","1752076785092","1"
"BHMBCCTHL01","2016-10-25T14:29:00.000000000","346","387","1.6094379124341003","1","0","2.0","12.79877580376227","1752076785092","1"
"Others-CCCPS135a","2016-10-25T11:29:00.000000000","2675","3883","2.0794415416798357","1","0","1.0","12.078621105632603","1752076785092","1"
"BHMEURBRD01","2016-10-25T09:56:00.000000000","397","470","1.0986122886681096","0","0","1.0","12.143986995397885","1752076785092","1"
"Others-CCCPS8","2016-10-25T09:19:00.000000000","531","1322","1.0986122886681096","0","0","1.0","11.700970289568549","1752076785092","1"
"Broad Street","2016-10-25T09:19:00.000000000","486","690","1.0986122886681096","0","0","1.0","12.003653970421011","1752076785092","1"
"BHMEURBRD01","2016-10-24T15:32:00.000000000","422","470","1.0986122886681096","0","0","1.0","12.197178484759588","1752076785092","1"
"Others-CCCPS98","2016-10-25T09:19:00.000000000","902","3103","1.0986122886681096","0","0","1.0","11.589992576818746","1752076785092","1"
"BHMMBMMBX01","2016-10-24T16:33:00.000000000","407","687","1.0986122886681096","0","0","1.0","11.89173700314046","1752076785092","1"
"BHMNCPNST01","2016-10-24T15:32:00.000000000","326","485","1.0986122886681096","0","0","0.5","11.596471092787663","1752076785092","1"
"BHMMBMMBX01","2016-10-25T09:56:00.000000000","444","687","1.3862943611198906","0","0","0.5","11.714435390166933","1752076785092","1"
"BHMEURBRD01","2016-10-25T11:29:00.000000000","465","470","1.9459101490553132","1","0","2.0","13.062316776655315","1752076785092","1"
"BHMNCPHST01","2016-10-25T13:29:00.000000000","672","1200","2.1972245773362196","2","0","1.0","11.608612288668109","1752076785092","1"
"Others-CCCPS8","2016-10-25T08:26:00.000000000","427","1322","1.0986122886681096","0","0","1.0","11.622301605756142","1752076785092","1"
"Broad Street","2016-10-25T13:29:00.000000000","680","690","2.1972245773362196","2","0","0.3","11.50911953504492","1752076785092","1"
"Others-CCCPS8","2016-10-25T13:56:00.000000000","808","1322","1.9459101490553132","1","0","1.0","11.934150233377883","1752076785092","1"
"Others-CCCPS105a","2016-10-25T08:00:00.000000000","677","2009","1.0986122886681096","0","0","1.0","11.636289718251426","1752076785092","1"
"Others-CCCPS202","2016-10-25T08:26:00.000000000","712","2937","1.0986122886681096","1","0","1.0","11.141730386758297","1752076785092","1"
"BHMMBMMBX01","2016-10-25T15:02:00.000000000","577","687","1.0986122886681096","0","0","2.0","12.889189696008","1752076785092","1"
"Others-CCCPS105a","2016-10-25T11:29:00.000000000","1249","2009","2.1972245773362196","2","0","1.0","11.670314628140483","1752076785092","1"
"Others-CCCPS119a","2016-10-25T12:29:00.000000000","680","2803","2.302585092994046","2","0","0.5","10.968889763764235","1752076785092","1"
"BHMNCPHST01","2016-10-25T12:02:00.000000000","635","1200","2.302585092994046","2","0","0.5","11.25545921316369","1752076785092","1"
"BHMBCCMKT01","2016-10-25T14:29:00.000000000","365","577","1.6094379124341003","1","0","0.5","11.412301278574068","1752076785092","1"
"Shopping","2016-10-25T08:26:00.000000000","665","1920","1.0986122886681096","0","0","1.0","11.645660311000722","1752076785092","1"
"BHMBCCTHL01","2016-10-24T16:00:00.000000000","263","387","1.0986122886681096","1","0","1.0","11.578892707641549","1752076785092","1"
"Others-CCCPS98","2016-10-24T15:32:00.000000000","996","3103","1.6094379124341003","1","0","0.5","11.100698653284404","1752076785092","1"
"BHMNCPHST01","2016-10-24T15:32:00.000000000","673","1200","1.0986122886681096","0","0","1.0","11.860139477667389","1752076785092","1"
"Others-CCCPS98","2016-10-25T10:29:00.000000000","1076","3103","1.6094379124341003","0","0","1.0","11.901480155056882","1752076785092","1"
"Others-CCCPS135a","2016-10-25T08:26:00.000000000","1371","3883","1.3862943611198906","1","0","1.0","11.396224697943412","1752076785092","1"
"Others-CCCPS98","2016-10-24T16:33:00.000000000","843","3103","1.3862943611198906","0","0","1.0","11.714819755487436","1752076785092","1"
"Shopping","2016-10-25T09:56:00.000000000","1065","1920","1.3862943611198906","0","0","0.5","11.622834680559945","1752076785092","1"
"Broad Street","2016-10-24T15:32:00.000000000","613","690","1.3862943611198906","0","0","2.0","13.081552977661396","1752076785092","1"
"Shopping","2016-10-25T08:00:00.000000000","547","1920","1.0986122886681096","0","0","0.5","11.209201977667389","1752076785092","1"
"BHMNCPHST01","2016-10-25T12:29:00.000000000","650","1200","2.302585092994046","2","0","0.5","11.267959213163689","1752076785092","1"
"BHMEURBRD01","2016-10-25T13:29:00.000000000","463","470","1.791759469228055","1","0","1.0","12.23098611759275","1752076785092","1"
"Broad Street","2016-10-25T09:00:00.000000000","446","690","1.3862943611198906","0","0","1.0","12.089523992154147","1752076785092","1"
"BHMNCPNST01","2016-10-25T09:56:00.000000000","348","485","1.0986122886681096","0","0","0.3","11.49183191752993","1752076785092","1"
"Others-CCCPS8","2016-10-25T12:29:00.000000000","795","1322","2.302585092994046","2","0","0.5","11.327654119870697","1752076785092","1"
"BHMBCCTHL01","2016-10-25T09:19:00.000000000","187","387","1.0986122886681096","0","0","1.0","11.782510278700979","1752076785092","1"
"Shopping","2016-10-24T15:32:00.000000000","1196","1920","1.3862943611198906","0","0","1.0","12.066063847226612","1752076785092","1"
"BHMMBMMBX01","2016-10-25T09:19:00.000000000","391","687","1.3862943611198906","1","0","0.5","11.237288374155288","1752076785092","1"
"BHMMBMMBX01","2016-10-24T15:32:00.000000000","470","687","1.3862943611198906","1","0","0.5","11.35228109613491","1752076785092","1"
"Shopping","2016-10-25T13:56:00.000000000","1231","1920","2.1972245773362196","2","0","1.0","11.689758122001443","1752076785092","1"
"Others-CCCPS119a","2016-10-24T16:00:00.000000000","438","2803","1.0986122886681096","0","0","2.0","12.205567293103229","1752076785092","1"
"Others-CCCPS135a","2016-10-24T16:33:00.000000000","2034","3883","1.0986122886681096","0","0","0.3","11.298127931611932","1752076785092","1"
"Others-CCCPS8","2016-10-25T13:03:00.000000000","799","1322","2.1972245773362196","2","0","1.0","11.652999580649954","1752076785092","1"
"BHMNCPNST01","2016-10-24T16:00:00.000000000","308","485","1.0986122886681096","0","0","1.0","11.934357690725808","1752076785092","1"
"BHMNCPNST01","2016-10-25T13:03:00.000000000","375","485","2.0794415416798357","2","0","0.3","11.237916647128579","1752076785092","1"
"BHMEURBRD01","2016-10-25T13:03:00.000000000","450","470","1.9459101490553132","1","0","0.5","11.905401883038296","1752076785092","1"
"Shopping","2016-10-25T10:29:00.000000000","1135","1920","1.6094379124341003","0","0","0.5","11.770864789550384","1752076785092","1"
"Others-CCCPS105a","2016-10-25T09:00:00.000000000","840","2009","1.3862943611198906","0","0","1.0","11.8612656474589","1752076785092","1"
"Others-CCCPS105a","2016-10-25T09:19:00.000000000","922","2009","1.3862943611198906","1","0","1.0","11.502081973989513","1752076785092","1"
"Others-CCCPS119a","2016-10-24T16:33:00.000000000","377","2803","1.0986122886681096","0","0","1.0","11.433804895671907","1752076785092","1"
"Others-CCCPS202","2016-10-25T09:19:00.000000000","998","2937","1.3862943611198906","0","0","1.0","11.782949700137745","1752076785092","1"
"BHMNCPNST01","2016-10-25T11:29:00.000000000","369","485","1.791759469228055","1","0","1.0","12.006704476882069","1752076785092","1"
"BHMMBMMBX01","2016-10-25T12:29:00.000000000","541","687","2.1972245773362196","2","0","1.0","11.836094093617165","1752076785092","1"
"Others-CCCPS119a","2016-10-25T13:29:00.000000000","678","2803","2.1972245773362196","2","0","1.0","11.290495984708066","1752076785092","1"
"Others-CCCPS135a","2016-10-25T08:00:00.000000000","1019","3883","1.0986122886681096","0","0","1.0","11.561732103643866","1752076785092","1"
"Others-CCCPS202","2016-10-24T16:00:00.000000000","1138","2937","1.3862943611198906","1","0","1.0","11.430617388254872","1752076785092","1"
"BHMNCPHST01","2016-10-24T16:33:00.000000000","536","1200","1.3862943611198906","0","0","0.3","11.36481384722661","1752076785092","1"
"BHMNCPNST01","2016-10-25T12:29:00.000000000","372","485","2.1972245773362196","2","0","2.0","12.56562259794646","1752076785092","1"
"BHMMBMMBX01","2016-10-25T08:00:00.000000000","277","687","1.0986122886681096","0","0","1.0","11.702508473300577","1752076785092","1"
"Others-CCCPS105a","2016-10-25T08:26:00.000000000","732","2009","1.0986122886681096","0","0","1.0","11.663666522631715","1752076785092","1"
"Others-CCCPS105a","2016-10-25T13:03:00.000000000","1364","2009","2.1972245773362196","2","0","1.0","11.72755703729927","1752076785092","1"
"BHMBCCTHL01","2016-10-25T10:56:00.000000000","263","387","1.6094379124341003","1","0","0.5","11.459305519524543","1752076785092","1"
"BHMBCCTHL01","2016-10-25T13:56:00.000000000","337","387","1.791759469228055","1","0","1.0","12.11668076820576","1752076785092","1"
"Shopping","2016-10-25T09:19:00.000000000","923","1920","1.3862943611198906","0","0","1.0","11.923876347226612","1752076785092","1"
"Others-CCCPS8","2016-10-24T16:33:00.000000000","556","1322","1.0986122886681096","0","0","1.0","11.719881030869608","1752076785092","1"
"BHMEURBRD01","2016-10-25T13:56:00.000000000","460","470","1.791759469228055","1","0","0.5","11.849603138869346","1752076785092","1"
"Shopping","2016-10-25T13:03:00.000000000","1244","1920","2.1972245773362196","2","0","0.5","11.321528955334777","1752076785092","1"
"Others-CCCPS98","2016-10-25T08:26:00.000000000","712","3103","1.0986122886681096","0","0","1.0","11.528761510109112","1752076785092","1"
"Others-CCCPS8","2016-10-25T12:02:00.000000000","784","1322","2.302585092994046","2","0","1.0","11.694333393698233","1752076785092","1"
"Others-CCCPS105a","2016-10-24T16:00:00.000000000","1069","2009","1.3862943611198906","1","0","0.3","11.050252705696831","1752076785092","1"
"Others-CCCPS119a","2016-10-24T15:32:00.000000000","476","2803","1.3862943611198906","1","0","1.0","11.212965232646994","1752076785092","1"
"Broad Street","2016-10-24T16:00:00.000000000","567","690","1.0986122886681096","0","0","1.0","12.121045274768838","1752076785092","1"
"BHMBCCMKT01","2016-10-24T15:32:00.000000000","209","577","1.0986122886681096","0","0","1.0","11.661524515217936","1752076785092","1"
"BHMBCCTHL01","2016-10-25T13:03:00.000000000","343","387","2.0794415416798357","2","0","0.5","11.501025680400641","1752076785092","1"
"Broad Street","2016-10-24T16:33:00.000000000","496","690","1.0986122886681096","0","0","1.0","12.018146724044199","1752076785092","1"
"BHMNCPHST01","2016-10-25T10:29:00.000000000","579","1200","1.3862943611198906","0","0","1.0","11.925647180559945","1752076785092","1"
"Broad Street","2016-10-25T12:29:00.000000000","678","690","2.302585092994046","2","0","1.0","12.083901242149198","1752076785092","1"
"BHMNCPHST01","2016-10-25T09:00:00.000000000","382","1200","1.0986122886681096","0","0","1.0","11.617639477667387","1752076785092","1"
"BHMMBMMBX01","2016-10-25T13:03:00.000000000","565","687","2.1972245773362196","2","0","1.0","11.871028591433756","1752076785092","1"
"Others-CCCPS98","2016-10-25T08:00:00.000000000","618","3103","1.0986122886681096","0","0","0.5","11.12346824552645","1752076785092","1"
"BHMNCPHST01","2016-10-25T08:00:00.000000000","207","1200","1.0986122886681096","0","0","0.5","11.096806144334055","1752076785092","1"
"Others-CCCPS135a","2016-10-25T13:03:00.000000000","2788","3883","2.302585092994046","2","0","1.0","11.819294091694035","1752076785092","1"
"Broad Street","2016-10-25T08:00:00.000000000","196","690","1.0986122886681096","1","0","1.0","11.18336411534855","1752076785092","1"
"Others-CCCPS8","2016-10-25T09:56:00.000000000","598","1322","1.3862943611198906","0","0","1.0","11.895492112481277","1752076785092","1"
"Others-CCCPS98","2016-10-25T12:02:00.000000000","1234","3103","2.3978952727983707","2","0","0.5","11.171627301239662","1752076785092","1"
"Others-CCCPS98","2016-10-25T14:29:00.000000000","1282","3103","1.791759469228055","1","0","1.0","11.65902830051799","1752076785092","1"
"Others-CCCPS135a","2016-10-25T12:02:00.000000000","2732","3883","2.3978952727983707","2","0","0.5","11.477527342811753","1752076785092","1"
"Others-CCCPS202","2016-10-25T14:29:00.000000000","1400","2937","1.791759469228055","1","0","2.0","12.47255661578529","1752076785092","1"
"BHMBCCMKT01","2016-10-24T16:00:00.000000000","192","577","0.6931471805599453","0","0","1.0","11.429329222862295","1752076785092","1"
"BHMNCPNST01","2016-10-25T14:29:00.000000000","365","485","1.791759469228055","2","0","0.5","11.223457054201656","1752076785092","1"
"BHMEURBRD01","2016-10-25T09:19:00.000000000","341","470","1.0986122886681096","0","0","1.0","12.024838059227672","1752076785092","1"
"BHMNCPNST01","2016-10-25T13:56:00.000000000","378","485","1.791759469228055","1","0","1.0","12.025261177912995","1752076785092","1"
"Others-CCCPS105a","2016-10-24T15:32:00.000000000","1123","2009","1.6094379124341003","0","0","1.0","12.113703525654582","1752076785092","1"
"BHMBCCTHL01","2016-10-25T09:56:00.000000000","218","387","1.0986122886681096","1","0","1.0","11.462613637874107","1752076785092","1"
"Others-CCCPS105a","2016-10-24T16:33:00.000000000","963","2009","1.0986122886681096","0","0","0.5","11.403649101028927","1752076785092","1"
"Broad Street","2016-10-25T12:02:00.000000000","678","690","2.302585092994046","2","0","1.0","12.083901242149198","1752076785092","1"
"Broad Street","2016-10-25T13:56:00.000000000","676","690","2.1972245773362196","2","0","1.0","12.028322433595646","1752076785092","1"
"Others-CCCPS135a","2016-10-25T13:29:00.000000000","2777","3883","2.3978952727983707","2","0","1.0","11.864116320406398","1752076785092","1"
"BHMNCPNST01","2016-10-25T08:26:00.000000000","281","485","1.0986122886681096","0","0","0.3","11.353687587633024","1752076785092","1"
"BHMNCPHST01","2016-10-25T10:56:00.000000000","595","1200","1.6094379124341003","1","0","0.5","11.275552289550383","1752076785092","1"
"BHMBCCMKT01","2016-10-25T12:02:00.000000000","290","577","2.1972245773362196","2","0","0.5","11.176211942047658","1752076785092","1"
"BHMMBMMBX01","2016-10-25T09:00:00.000000000","351","687","1.3862943611198906","0","0","0.5","11.57906421112763","1752076785092","1"
"Others-CCCPS202","2016-10-25T12:29:00.000000000","1394","2937","2.302585092994046","2","0","0.5","11.20092652674898","1752076785092","1"
"Others-CCCPS135a","2016-10-25T10:29:00.000000000","2550","3883","1.6094379124341003","0","0","1.0","12.211427686580173","1752076785092","1"
"BHMMBMMBX01","2016-10-25T11:29:00.000000000","516","687","1.791759469228055","1","0","1.0","11.996971437670796","1752076785092","1"
"Others-CCCPS202","2016-10-25T10:29:00.000000000","1207","2937","1.6094379124341003","0","0","1.0","11.96568252448399","1752076785092","1"
"Shopping","2016-10-24T16:00:00.000000000","1111","1920","1.0986122886681096","0","0","1.0","11.87795197766739","1752076785092","1"
"BHMBCCTHL01","2016-10-24T16:33:00.000000000","229","387","1.0986122886681096","0","0","1.0","11.891037410483927","1752076785092","1"
"Others-CCCPS8","2016-10-24T15:32:00.000000000","653","1322","1.6094379124341003","1","0","1.0","11.64866751900071","1752076785092","1"
"Others-CCCPS202","2016-10-25T09:56:00.000000000","1127","2937","1.3862943611198906","0","0","1.0","11.826872069902812","1752076785092","1"
"Others-CCCPS202","2016-10-25T08:00:00.000000000","585","2937","1.3862943611198906","1","0","1.0","11.242330020192224","1752076785092","1"
"Others-CCCPS105a","2016-10-25T09:56:00.000000000","1042","2009","1.3862943611198906","0","0","0.5","11.586813183546505","1752076785092","1"
"BHMNCPNST01","2016-10-24T16:33:00.000000000","288","485","1.0986122886681096","1","0","1.0","11.493120577323745","1752076785092","1"
"BHMBCCMKT01","2016-10-25T13:29:00.000000000","345","577","2.0794415416798357","2","0","1.0","11.587641048136279","1752076785092","1"
"BHMBCCTHL01","2016-10-25T08:00:00.000000000","118","387","1.0986122886681096","0","0","2.0","12.35421570505757","1752076785092","1"
"Others-CCCPS202","2016-10-25T13:29:00.000000000","1400","2937","2.302585092994046","2","0","1.0","11.577969427668286","1752076785092","1"
"Broad Street","2016-10-25T14:29:00.000000000","689","690","1.791759469228055","1","0","2.0","12.99443045925171","1752076785092","1"
"Others-CCCPS119a","2016-10-25T12:02:00.000000000","669","2803","2.302585092994046","2","0","1.0","11.339965397014327","1752076785092","1"
"BHMNCPHST01","2016-10-25T14:29:00.000000000","669","1200","1.791759469228055","1","0","1.0","11.803379734614028","1752076785092","1"
"BHMEURBRD01","2016-10-25T10:29:00.000000000","436","470","1.3862943611198906","0","0","0.5","11.995806755028031","1752076785092","1"
"Others-CCCPS135a","2016-10-25T12:29:00.000000000","2758","3883","2.4849066497880004","2","0","1.0","11.902728885027917","1752076785092","1"
"Broad Street","2016-10-25T08:26:00.000000000","298","690","1.0986122886681096","0","0","1.0","11.731190202305068","1752076785092","1"
"BHMMBMMBX01","2016-10-25T14:29:00.000000000","583","687","1.6094379124341003","1","0","1.0","12.003336132345144","1752076785092","1"
"BHMEURBRD01","2016-10-25T08:26:00.000000000","213","470","1.0986122886681096","0","0","0.3","11.227497633695759","1752076785092","1"
"BHMNCPHST01","2016-10-25T08:26:00.000000000","270","1200","1.0986122886681096","0","0","1.0","11.524306144334055","1752076785092","1"
"Others-CCCPS135a","2016-10-25T13:56:00.000000000","2759","3883","2.0794415416798357","1","0","1.0","12.100253863809272","1752076785092","1"
"BHMNCPNST01","2016-10-25T09:19:00.000000000","325","485","1.0986122886681096","0","0","1.0","11.96940923711756","1752076785092","1"
"Others-CCCPS8","2016-10-25T11:29:00.000000000","733","1322","1.791759469228055","1","0","1.0","11.800342669561077","1752076785092","1"
"BHMNCPHST01","2016-10-25T15:02:00.000000000","653","1200","1.3862943611198906","0","0","1.0","11.987313847226613","1752076785092","1"
"BHMNCPNST01","2016-10-25T10:56:00.000000000","363","485","1.6094379124341003","1","0","0.5","11.528172564464473","1752076785092","1"
"Others-CCCPS8","2016-10-25T15:02:00.000000000","790","1322","1.3862943611198906","0","0","0.5","11.66572660567341","1752076785092","1"
"BHMBCCTHL01","2016-10-25T10:29:00.000000000","235","387","1.3862943611198906","0","0","1.0","12.050382322678807","1752076785092","1"
"BHMBCCTHL01","2016-10-25T11:29:00.000000000","297","387","1.791759469228055","1","0","0.3","11.488321595079142","1752076785092","1"
"Others-CCCPS135a","2016-10-24T15:32:00.000000000","2462","3883","1.3862943611198906","0","0","0.5","11.702193021404652","1752076785092","1"
"Broad Street","2016-10-25T09:56:00.000000000","561","690","1.3862943611198906","1","0","0.5","11.481190658820815","1752076785092","1"
"Others-CCCPS202","2016-10-24T16:33:00.000000000","1013","2937","1.3862943611198906","1","0","1.0","11.38805695243601","1752076785092","1"
"BHMBCCMKT01","2016-10-25T09:56:00.000000000","129","577","0.6931471805599453","0","0","1.0","11.32014378092122","1752076785092","1"
"Others-CCCPS8","2016-10-25T08:00:00.000000000","400","1322","1.0986122886681096","0","0","0.5","11.226878005151","1752076785092","1"
"Others-CCCPS119a","2016-10-25T09:56:00.000000000","422","2803","1.0986122886681096","0","0","0.3","10.924859123285177","1752076785092","1"
