"SystemCodeNumber","t","Occupancy","Capacity","price","time","diff"
"Broad Street","2016-10-15T08:01:00.000000000","73","690","10.105797101449275","1752071940216","1"
"BHMMBMMBX01","2016-10-15T09:27:00.000000000","290","687","10.42212518195051","1752071940216","1"
"Others-CCCPS98","2016-10-15T09:01:00.000000000","568","3103","10.183048662584596","1752071940216","1"
"Others-CCCPS135a","2016-10-15T09:01:00.000000000","661","3883","10.170229204223538","1752071940216","1"
"Others-CCCPS8","2016-10-15T10:27:00.000000000","594","1322","10.449319213313162","1752071940216","1"
"Others-CCCPS8","2016-10-15T09:27:00.000000000","470","1322","10.35552193645991","1752071940216","1"
"Broad Street","2016-10-15T10:01:00.000000000","115","690","10.166666666666666","1752071940216","1"
"BHMNCPNST01","2016-10-14T16:34:00.000000000","283","485","10.583505154639175","1752071940216","1"
"Others-CCCPS119a","2016-10-14T16:34:00.000000000","411","2803","10.146628612201212","1752071940216","1"
"BHMNCPHST01","2016-10-14T16:34:00.000000000","462","1200","10.385","1752071940216","1"
"Shopping","2016-10-15T09:01:00.000000000","391","1920","10.203645833333333","1752071940216","1"
"BHMNCPHST01","2016-10-15T12:01:00.000000000","302","1200","10.251666666666667","1752071940496","1"
"Shopping","2016-10-15T11:27:00.000000000","629","1920","10.327604166666667","1752071940496","1"
"Others-CCCPS119a","2016-10-15T13:01:00.000000000","527","2803","10.18801284338209","1752071940496","1"
"BHMBCCMKT01","2016-10-15T11:01:00.000000000","211","577","10.365684575389949","1752071940496","1"
"BHMBCCMKT01","2016-10-15T12:27:00.000000000","297","577","10.51473136915078","1752071940496","1"
"BHMNCPHST01","2016-10-15T11:27:00.000000000","278","1200","10.231666666666667","1752071940496","1"
"Others-CCCPS202","2016-10-15T13:34:00.000000000","898","2937","10.305754170922711","1752071940496","1"
"Shopping","2016-10-15T13:34:00.000000000","848","1920","10.441666666666666","1752071940496","1"
"Others-CCCPS202","2016-10-15T12:27:00.000000000","817","2937","10.278175008512088","1752071940496","1"
"BHMBCCMKT01","2016-10-15T10:27:00.000000000","171","577","10.29636048526863","1752071940496","1"
"BHMMBMMBX01","2016-10-15T11:01:00.000000000","323","687","10.470160116448326","1752071940496","1"
"Others-CCCPS119a","2016-10-15T12:27:00.000000000","497","2803","10.177310024973243","1752071940496","1"
"Others-CCCPS105a","2016-10-15T12:01:00.000000000","1062","2009","10.528621204579393","1752071940496","1"
"BHMMBMMBX01","2016-10-15T13:01:00.000000000","361","687","10.5254730713246","1752071940496","1"
"Shopping","2016-10-15T13:01:00.000000000","783","1920","10.4078125","1752071940496","1"
"Others-CCCPS202","2016-10-15T12:01:00.000000000","785","2937","10.267279536942459","1752071940496","1"
"BHMNCPHST01","2016-10-15T13:01:00.000000000","383","1200","10.319166666666666","1752071940496","1"
"Others-CCCPS98","2016-10-15T10:27:00.000000000","704","3103","10.226877215597808","1752071940496","1"
"Others-CCCPS135a","2016-10-15T11:01:00.000000000","1036","3883","10.266804017512232","1752071940496","1"
"Others-CCCPS98","2016-10-15T12:01:00.000000000","798","3103","10.25717048018047","1752071940496","1"
"BHMMBMMBX01","2016-10-15T13:34:00.000000000","416","687","10.605531295487628","1752071940496","1"
"BHMBCCMKT01","2016-10-15T13:34:00.000000000","352","577","10.610051993067591","1752071940496","1"
"Others-CCCPS98","2016-10-15T11:27:00.000000000","756","3103","10.24363519174992","1752071940496","1"
"BHMNCPNST01","2016-10-15T13:01:00.000000000","353","485","10.727835051546391","1752071940496","1"
"BHMBCCMKT01","2016-10-15T13:01:00.000000000","332","577","10.575389948006933","1752071940496","1"
"Others-CCCPS105a","2016-10-15T12:27:00.000000000","1123","2009","10.55898456943753","1752071940496","1"
"Others-CCCPS8","2016-10-15T11:01:00.000000000","630","1322","10.476550680786687","1752071940496","1"
"BHMNCPNST01","2016-10-15T13:34:00.000000000","381","485","10.78556701030928","1752071940496","1"
"BHMEURBRD01","2016-10-15T11:27:00.000000000","105","470","10.22340425531915","1752071940496","1"
"Broad Street","2016-10-15T11:01:00.000000000","136","690","10.197101449275362","1752071940496","1"
"Others-CCCPS135a","2016-10-15T12:01:00.000000000","1177","3883","10.303116147308781","1752071940496","1"
"BHMBCCTHL01","2016-10-15T11:01:00.000000000","259","387","10.669250645994833","1752071940496","1"
"BHMBCCTHL01","2016-10-15T12:27:00.000000000","335","387","10.8656330749354","1752071940496","1"
"Others-CCCPS98","2016-10-15T13:34:00.000000000","997","3103","10.32130196583951","1752071940496","1"
"BHMMBMMBX01","2016-10-15T10:27:00.000000000","325","687","10.473071324599708","1752071940496","1"
"BHMBCCMKT01","2016-10-15T11:27:00.000000000","239","577","10.41421143847487","1752071940496","1"
"Others-CCCPS119a","2016-10-15T11:27:00.000000000","408","2803","10.145558330360329","1752071940496","1"
"Shopping","2016-10-15T12:01:00.000000000","669","1920","10.3484375","1752071940496","1"
"Others-CCCPS135a","2016-10-15T13:34:00.000000000","1441","3883","10.371104815864022","1752071940496","1"
"Others-CCCPS8","2016-10-15T11:27:00.000000000","673","1322","10.509077155824508","1752071940496","1"
"BHMEURBRD01","2016-10-15T13:01:00.000000000","117","470","10.248936170212765","1752071940496","1"
"Others-CCCPS202","2016-10-15T11:27:00.000000000","750","2937","10.255362614913176","1752071940496","1"
"Others-CCCPS98","2016-10-15T12:27:00.000000000","826","3103","10.266194005800838","1752071940496","1"
"BHMBCCTHL01","2016-10-15T13:34:00.000000000","345","387","10.891472868217054","1752071940496","1"
"BHMMBMMBX01","2016-10-15T12:27:00.000000000","335","687","10.487627365356623","1752071940496","1"
"BHMNCPHST01","2016-10-15T12:27:00.000000000","327","1200","10.2725","1752071940496","1"
"Others-CCCPS135a","2016-10-15T12:27:00.000000000","1249","3883","10.32165851146021","1752071940496","1"
"Broad Street","2016-10-15T13:01:00.000000000","164","690","10.23768115942029","1752071940496","1"
"BHMBCCMKT01","2016-10-15T12:01:00.000000000","276","577","10.478336221837088","1752071940496","1"
"Broad Street","2016-10-15T11:27:00.000000000","149","690","10.215942028985507","1752071940496","1"
"Others-CCCPS105a","2016-10-15T13:01:00.000000000","1191","2009","10.59283225485316","1752071940496","1"
"Others-CCCPS202","2016-10-15T10:27:00.000000000","670","2937","10.228123935989105","1752071940496","1"
"BHMNCPNST01","2016-10-15T12:01:00.000000000","318","485","10.655670103092783","1752071940496","1"
"BHMMBMMBX01","2016-10-15T11:27:00.000000000","327","687","10.475982532751091","1752071940496","1"
"BHMNCPNST01","2016-10-15T11:27:00.000000000","311","485","10.641237113402061","1752071940496","1"
"Others-CCCPS105a","2016-10-15T10:27:00.000000000","919","2009","10.457441513190641","1752071940496","1"
"Others-CCCPS119a","2016-10-15T11:01:00.000000000","360","2803","10.128433820906173","1752071940496","1"
"Broad Street","2016-10-15T12:01:00.000000000","154","690","10.223188405797101","1752071940496","1"
"BHMBCCTHL01","2016-10-15T11:27:00.000000000","290","387","10.749354005167959","1752071940496","1"
"Shopping","2016-10-15T12:27:00.000000000","708","1920","10.36875","1752071940496","1"
"BHMEURBRD01","2016-10-15T11:01:00.000000000","94","470","10.2","1752071940496","1"
"Broad Street","2016-10-15T12:27:00.000000000","153","690","10.221739130434782","1752071940496","1"
"BHMEURBRD01","2016-10-15T10:27:00.000000000","91","470","10.193617021276596","1752071940496","1"
"BHMNCPNST01","2016-10-15T11:01:00.000000000","305","485","10.628865979381443","1752071940496","1"
"BHMBCCTHL01","2016-10-15T12:01:00.000000000","313","387","10.808785529715763","1752071940496","1"
"Others-CCCPS105a","2016-10-15T13:34:00.000000000","1285","2009","10.639621702339472","1752071940496","1"
"Others-CCCPS105a","2016-10-15T11:01:00.000000000","953","2009","10.474365355898456","1752071940496","1"
"BHMNCPHST01","2016-10-15T11:01:00.000000000","273","1200","10.2275","1752071940496","1"
"Others-CCCPS98","2016-10-15T13:01:00.000000000","896","3103","10.288752819851757","1752071940496","1"
"Shopping","2016-10-15T11:01:00.000000000","613","1920","10.319270833333333","1752071940496","1"
"Others-CCCPS202","2016-10-15T13:01:00.000000000","862","2937","10.293496765406879","1752071940496","1"
"Others-CCCPS8","2016-10-15T13:01:00.000000000","830","1322","10.627836611195159","1752071940496","1"
"Others-CCCPS119a","2016-10-15T12:01:00.000000000","460","2803","10.164109882268997","1752071940496","1"
"Others-CCCPS135a","2016-10-15T13:01:00.000000000","1365","3883","10.351532320370847","1752071940496","1"
"Others-CCCPS135a","2016-10-15T10:27:00.000000000","943","3883","10.242853463816637","1752071940496","1"
"Others-CCCPS105a","2016-10-15T11:27:00.000000000","1000","2009","10.497760079641612","1752071940496","1"
"BHMEURBRD01","2016-10-15T12:27:00.000000000","108","470","10.229787234042552","1752071940496","1"
"BHMEURBRD01","2016-10-15T12:01:00.000000000","109","470","10.231914893617022","1752071940496","1"
"Others-CCCPS8","2016-10-15T12:01:00.000000000","729","1322","10.551437216338881","1752071940496","1"
"Others-CCCPS98","2016-10-15T11:01:00.000000000","729","3103","10.234933934901708","1752071940496","1"
"Others-CCCPS135a","2016-10-15T11:27:00.000000000","1087","3883","10.279938192119495","1752071940496","1"
"Others-CCCPS8","2016-10-15T12:27:00.000000000","788","1322","10.59606656580938","1752071940496","1"
"BHMMBMMBX01","2016-10-15T12:01:00.000000000","333","687","10.48471615720524","1752071940496","1"
"BHMBCCTHL01","2016-10-15T13:01:00.000000000","345","387","10.891472868217054","1752071940496","1"
"Others-CCCPS202","2016-10-15T11:01:00.000000000","700","2937","10.23833844058563","1752071940496","1"
"BHMNCPNST01","2016-10-15T12:27:00.000000000","329","485","10.678350515463917","1752071940496","1"
"BHMMBMMBX01","2016-10-15T16:27:00.000000000","479","687","10.697234352256187","1752071940786","1"
"BHMMBMMBX01","2016-10-15T15:01:00.000000000","486","687","10.707423580786026","1752071940786","1"
"BHMNCPHST01","2016-10-15T13:34:00.000000000","431","1200","10.359166666666667","1752071940786","1"
"Others-CCCPS8","2016-10-15T15:27:00.000000000","915","1322","10.692133131618759","1752071940786","1"
"Others-CCCPS202","2016-10-15T15:27:00.000000000","952","2937","10.32414027919646","1752071940786","1"
"Broad Street","2016-10-15T13:34:00.000000000","172","690","10.24927536231884","1752071940786","1"
"Others-CCCPS202","2016-10-15T14:01:00.000000000","928","2937","10.315968675519237","1752071940786","1"
"Others-CCCPS98","2016-10-15T14:27:00.000000000","1062","3103","10.342249436029649","1752071940786","1"
"BHMMBMMBX01","2016-10-15T14:27:00.000000000","480","687","10.698689956331878","1752071940786","1"
"BHMEURBRD01","2016-10-16T08:04:00.000000000","40","470","10.085106382978724","1752071940786","1"
"Shopping","2016-10-16T08:04:00.000000000","297","1920","10.1546875","1752071940786","1"
"BHMMBMMBX01","2016-10-15T15:27:00.000000000","498","687","10.724890829694322","1752071940786","1"
"Others-CCCPS98","2016-10-16T08:04:00.000000000","599","3103","10.19303899452143","1752071940786","1"
"Others-CCCPS119a","2016-10-15T13:34:00.000000000","545","2803","10.1944345344274","1752071940786","1"
"BHMBCCMKT01","2016-10-15T14:27:00.000000000","409","577","10.708838821490469","1752071940786","1"
"BHMNCPNST01","2016-10-15T15:01:00.000000000","393","485","10.810309278350516","1752071940786","1"
"Others-CCCPS8","2016-10-16T08:04:00.000000000","445","1322","10.33661119515885","1752071940786","1"
"BHMBCCTHL01","2016-10-15T15:27:00.000000000","345","387","10.891472868217054","1752071940786","1"
"BHMNCPNST01","2016-10-16T08:04:00.000000000","298","485","10.614432989690721","1752071940786","1"
"BHMNCPHST01","2016-10-16T07:47:00.000000000","87","1200","10.0725","1752071940786","1"
"Others-CCCPS8","2016-10-15T14:01:00.000000000","901","1322","10.681543116490166","1752071940786","1"
"Others-CCCPS98","2016-10-15T15:27:00.000000000","1052","3103","10.33902674830809","1752071940786","1"
"BHMMBMMBX01","2016-10-15T16:01:00.000000000","497","687","10.723435225618632","1752071940786","1"
"Others-CCCPS135a","2016-10-15T16:27:00.000000000","1306","3883","10.336337883080093","1752071940786","1"
"Others-CCCPS98","2016-10-15T14:01:00.000000000","1059","3103","10.34128262971318","1752071940786","1"
"Others-CCCPS105a","2016-10-15T16:27:00.000000000","1363","2009","10.678446988551519","1752071940786","1"
"Others-CCCPS105a","2016-10-15T15:27:00.000000000","1413","2009","10.703334992533598","1752071940786","1"
"Broad Street","2016-10-15T16:27:00.000000000","218","690","10.315942028985507","1752071940786","1"
"Shopping","2016-10-15T14:01:00.000000000","863","1920","10.449479166666666","1752071940786","1"
"BHMBCCMKT01","2016-10-15T16:27:00.000000000","393","577","10.68110918544194","1752071940786","1"
"BHMNCPHST01","2016-10-15T14:01:00.000000000","441","1200","10.3675","1752071940786","1"
"Others-CCCPS202","2016-10-15T16:27:00.000000000","949","2937","10.323118828736806","1752071940786","1"
"Others-CCCPS135a","2016-10-15T16:01:00.000000000","1399","3883","10.360288436775688","1752071940786","1"
"BHMMBMMBX01","2016-10-15T14:01:00.000000000","457","687","10.665211062590975","1752071940786","1"
"Others-CCCPS119a","2016-10-15T15:27:00.000000000","510","2803","10.18194791295041","1752071940786","1"
"Broad Street","2016-10-15T15:27:00.000000000","218","690","10.315942028985507","1752071940786","1"
"BHMNCPNST01","2016-10-15T14:01:00.000000000","399","485","10.822680412371135","1752071940786","1"
"BHMNCPHST01","2016-10-15T15:27:00.000000000","480","1200","10.4","1752071940786","1"
"Others-CCCPS8","2016-10-15T15:01:00.000000000","927","1322","10.701210287443267","1752071940786","1"
"BHMEURBRD01","2016-10-15T15:27:00.000000000","167","470","10.35531914893617","1752071940786","1"
"BHMBCCTHL01","2016-10-15T16:27:00.000000000","334","387","10.863049095607234","1752071940786","1"
"BHMBCCMKT01","2016-10-15T15:27:00.000000000","428","577","10.741767764298093","1752071940786","1"
"BHMNCPNST01","2016-10-15T14:27:00.000000000","390","485","10.804123711340207","1752071940786","1"
"Others-CCCPS135a","2016-10-15T15:01:00.000000000","1509","3883","10.388617048673705","1752071940786","1"
"Others-CCCPS135a","2016-10-15T14:27:00.000000000","1472","3883","10.379088333762555","1752071940786","1"
"Broad Street","2016-10-15T14:01:00.000000000","185","690","10.268115942028986","1752071940786","1"
"BHMBCCTHL01","2016-10-15T14:01:00.000000000","344","387","10.88888888888889","1752071940786","1"
"Others-CCCPS98","2016-10-15T16:01:00.000000000","1049","3103","10.33805994199162","1752071940786","1"
"BHMEURBRD01","2016-10-15T13:34:00.000000000","124","470","10.263829787234043","1752071940786","1"
"Others-CCCPS202","2016-10-15T15:01:00.000000000","942","2937","10.32073544433095","1752071940786","1"
"Others-CCCPS119a","2016-10-16T08:04:00.000000000","191","2803","10.068141277202997","1752071940786","1"
"Shopping","2016-10-15T16:27:00.000000000","789","1920","10.4109375","1752071940786","1"
"Others-CCCPS98","2016-10-15T15:01:00.000000000","1060","3103","10.341604898485336","1752071940786","1"
"Others-CCCPS119a","2016-10-15T16:01:00.000000000","499","2803","10.1780235462005","1752071940786","1"
"Broad Street","2016-10-16T08:04:00.000000000","74","690","10.107246376811593","1752071940786","1"
"Others-CCCPS202","2016-10-15T14:27:00.000000000","930","2937","10.316649642492338","1752071940786","1"
"BHMBCCMKT01","2016-10-15T14:01:00.000000000","391","577","10.677642980935875","1752071940786","1"
"Broad Street","2016-10-15T14:27:00.000000000","195","690","10.282608695652174","1752071940786","1"
"BHMEURBRD01","2016-10-15T14:27:00.000000000","144","470","10.306382978723404","1752071940786","1"
"Others-CCCPS105a","2016-10-15T14:27:00.000000000","1401","2009","10.697361871577899","1752071940786","1"
"BHMNCPHST01","2016-10-15T14:27:00.000000000","455","1200","10.379166666666666","1752071940786","1"
"Others-CCCPS105a","2016-10-15T15:01:00.000000000","1413","2009","10.703334992533598","1752071940786","1"
"Others-CCCPS135a","2016-10-15T14:01:00.000000000","1458","3883","10.375482874066444","1752071940786","1"
"BHMNCPNST01","2016-10-15T15:27:00.000000000","389","485","10.802061855670104","1752071940786","1"
"Shopping","2016-10-15T15:27:00.000000000","881","1920","10.458854166666667","1752071940786","1"
"BHMBCCTHL01","2016-10-15T16:01:00.000000000","344","387","10.88888888888889","1752071940786","1"
"BHMEURBRD01","2016-10-15T16:27:00.000000000","167","470","10.35531914893617","1752071940786","1"
"Others-CCCPS119a","2016-10-15T14:01:00.000000000","547","2803","10.195148055654656","1752071940786","1"
"Others-CCCPS8","2016-10-15T16:01:00.000000000","905","1322","10.684568835098336","1752071940786","1"
"Others-CCCPS98","2016-10-15T16:27:00.000000000","1016","3103","10.327425072510474","1752071940786","1"
"Shopping","2016-10-15T14:27:00.000000000","880","1920","10.458333333333334","1752071940786","1"
"Others-CCCPS202","2016-10-15T16:01:00.000000000","965","2937","10.328566564521621","1752071940786","1"
"BHMBCCMKT01","2016-10-15T16:01:00.000000000","412","577","10.714038128249566","1752071940786","1"
"BHMNCPHST01","2016-10-15T16:01:00.000000000","479","1200","10.399166666666666","1752071940786","1"
"BHMBCCTHL01","2016-10-15T14:27:00.000000000","345","387","10.891472868217054","1752071940786","1"
"Shopping","2016-10-15T16:01:00.000000000","853","1920","10.444270833333333","1752071940786","1"
"Others-CCCPS105a","2016-10-15T16:01:00.000000000","1402","2009","10.697859631657542","1752071940786","1"
"BHMNCPHST01","2016-10-15T16:27:00.000000000","442","1200","10.368333333333334","1752071940786","1"
"BHMEURBRD01","2016-10-15T14:01:00.000000000","135","470","10.287234042553191","1752071940786","1"
"BHMEURBRD01","2016-10-15T16:01:00.000000000","172","470","10.36595744680851","1752071940786","1"
"Others-CCCPS8","2016-10-15T16:27:00.000000000","884","1322","10.668683812405446","1752071940786","1"
"Broad Street","2016-10-15T15:01:00.000000000","204","690","10.295652173913043","1752071940786","1"
"BHMNCPNST01","2016-10-15T16:01:00.000000000","397","485","10.818556701030928","1752071940786","1"
"BHMNCPHST01","2016-10-15T15:01:00.000000000","476","1200","10.396666666666667","1752071940786","1"
"BHMBCCMKT01","2016-10-15T15:01:00.000000000","442","577","10.766031195840554","1752071940786","1"
"BHMBCCTHL01","2016-10-15T15:01:00.000000000","345","387","10.891472868217054","1752071940786","1"
"Others-CCCPS105a","2016-10-15T14:01:00.000000000","1358","2009","10.67595818815331","1752071940786","1"
"Broad Street","2016-10-15T16:01:00.000000000","224","690","10.32463768115942","1752071940786","1"
"Others-CCCPS8","2016-10-15T13:34:00.000000000","869","1322","10.65733736762481","1752071940786","1"
"Others-CCCPS119a","2016-10-15T15:01:00.000000000","526","2803","10.187656082768463","1752071940786","1"
"Others-CCCPS8","2016-10-15T14:27:00.000000000","921","1322","10.696671709531014","1752071940786","1"
"Shopping","2016-10-15T15:01:00.000000000","905","1920","10.471354166666666","1752071940786","1"
"Others-CCCPS119a","2016-10-15T14:27:00.000000000","537","2803","10.191580449518373","1752071940786","1"
"BHMEURBRD01","2016-10-15T15:01:00.000000000","152","470","10.323404255319149","1752071940786","1"
"BHMNCPNST01","2016-10-15T16:27:00.000000000","397","485","10.818556701030928","1752071940786","1"
"Others-CCCPS119a","2016-10-15T16:27:00.000000000","474","2803","10.169104530859792","1752071940786","1"
"Others-CCCPS135a","2016-10-15T15:27:00.000000000","1478","3883","10.380633530775174","1752071940786","1"
"BHMMBMMBX01","2016-10-16T08:04:00.000000000","244","687","10.355167394468705","1752071940786","1"
"Others-CCCPS98","2016-10-16T10:34:00.000000000","1064","3103","10.342893973573961","1752071941058","1"
"BHMNCPHST01","2016-10-16T10:21:00.000000000","169","1200","10.140833333333333","1752071941058","1"
"BHMMBMMBX01","2016-10-16T09:01:00.000000000","342","687","10.497816593886462","1752071941058","1"
"Shopping","2016-10-16T08:27:00.000000000","324","1920","10.16875","1752071941058","1"
"Others-CCCPS135a","2016-10-16T09:01:00.000000000","847","3883","10.21813031161473","1752071941058","1"
"Others-CCCPS202","2016-10-16T09:27:00.000000000","823","2937","10.280217909431393","1752071941058","1"
"BHMEURBRD01","2016-10-16T10:34:00.000000000","135","470","10.287234042553191","1752071941058","1"
"BHMNCPNST01","2016-10-16T11:01:00.000000000","328","485","10.676288659793814","1752071941058","1"
"Broad Street","2016-10-16T11:01:00.000000000","203","690","10.294202898550724","1752071941058","1"
"BHMEURBRD01","2016-10-16T10:04:00.000000000","116","470","10.246808510638298","1752071941058","1"
"BHMNCPNST01","2016-10-16T10:34:00.000000000","346","485","10.71340206185567","1752071941058","1"
"Others-CCCPS135a","2016-10-16T10:34:00.000000000","1498","3883","10.385784187483905","1752071941058","1"
"Others-CCCPS135a","2016-10-16T08:27:00.000000000","608","3883","10.156579963945402","1752071941058","1"
"BHMBCCTHL01","2016-10-16T08:27:00.000000000","157","387","10.405684754521964","1752071941058","1"
"Others-CCCPS105a","2016-10-16T10:04:00.000000000","1190","2009","10.59233449477352","1752071941058","1"
"Others-CCCPS202","2016-10-16T10:34:00.000000000","879","2937","10.299284984678243","1752071941058","1"
"Others-CCCPS119a","2016-10-16T09:27:00.000000000","512","2803","10.182661434177668","1752071941058","1"
"BHMEURBRD01","2016-10-16T08:27:00.000000000","55","470","10.117021276595745","1752071941058","1"
"BHMBCCTHL01","2016-10-16T09:27:00.000000000","336","387","10.868217054263566","1752071941058","1"
"Others-CCCPS8","2016-10-16T09:01:00.000000000","600","1322","10.453857791225417","1752071941058","1"
"Others-CCCPS135a","2016-10-16T09:27:00.000000000","1104","3883","10.284316250321917","1752071941058","1"
"BHMMBMMBX01","2016-10-16T10:34:00.000000000","471","687","10.685589519650655","1752071941058","1"
"Broad Street","2016-10-16T10:34:00.000000000","194","690","10.281159420289855","1752071941058","1"
"BHMBCCTHL01","2016-10-16T08:04:00.000000000","134","387","10.34625322997416","1752071941058","1"
"Others-CCCPS119a","2016-10-16T08:27:00.000000000","246","2803","10.087763110952551","1752071941058","1"
"BHMBCCTHL01","2016-10-16T09:01:00.000000000","249","387","10.643410852713178","1752071941058","1"
"Others-CCCPS105a","2016-10-16T08:04:00.000000000","689","2009","10.342956694873072","1752071941058","1"
"Others-CCCPS202","2016-10-16T08:04:00.000000000","506","2937","10.172284644194757","1752071941058","1"
"Others-CCCPS202","2016-10-16T09:01:00.000000000","697","2937","10.23731699012598","1752071941058","1"
"Others-CCCPS8","2016-10-16T08:27:00.000000000","481","1322","10.363842662632376","1752071941058","1"
"BHMMBMMBX01","2016-10-16T10:04:00.000000000","450","687","10.655021834061134","1752071941058","1"
"Shopping","2016-10-16T10:34:00.000000000","743","1920","10.386979166666666","1752071941058","1"
"Broad Street","2016-10-16T10:04:00.000000000","172","690","10.24927536231884","1752071941058","1"
"Others-CCCPS119a","2016-10-16T10:34:00.000000000","592","2803","10.211202283267927","1752071941058","1"
"Others-CCCPS98","2016-10-16T08:27:00.000000000","665","3103","10.214308733483726","1752071941058","1"
"Others-CCCPS8","2016-10-16T10:04:00.000000000","740","1322","10.559757942511347","1752071941058","1"
"Others-CCCPS98","2016-10-16T09:01:00.000000000","798","3103","10.25717048018047","1752071941058","1"
"Others-CCCPS202","2016-10-16T08:27:00.000000000","564","2937","10.19203268641471","1752071941058","1"
"BHMMBMMBX01","2016-10-16T09:27:00.000000000","400","687","10.582241630276565","1752071941058","1"
"BHMBCCMKT01","2016-10-16T09:01:00.000000000","55","577","10.09532062391681","1752071941058","1"
"BHMNCPNST01","2016-10-16T09:27:00.000000000","345","485","10.711340206185566","1752071941058","1"
"Shopping","2016-10-16T11:01:00.000000000","796","1920","10.414583333333333","1752071941058","1"
"Others-CCCPS135a","2016-10-16T08:04:00.000000000","547","3883","10.140870460983775","1752071941058","1"
"Others-CCCPS119a","2016-10-16T10:04:00.000000000","570","2803","10.203353549768106","1752071941058","1"
"BHMEURBRD01","2016-10-16T09:27:00.000000000","90","470","10.191489361702128","1752071941058","1"
"Others-CCCPS105a","2016-10-16T09:01:00.000000000","942","2009","10.4688899950224","1752071941058","1"
"BHMBCCTHL01","2016-10-16T11:01:00.000000000","345","387","10.891472868217054","1752071941058","1"
"BHMBCCTHL01","2016-10-16T10:34:00.000000000","345","387","10.891472868217054","1752071941058","1"
"Broad Street","2016-10-16T11:27:00.000000000","221","690","10.320289855072463","1752071941058","1"
"Others-CCCPS105a","2016-10-16T09:27:00.000000000","1111","2009","10.553011448481831","1752071941058","1"
"BHMNCPHST01","2016-10-16T10:01:00.000000000","165","1200","10.1375","1752071941058","1"
"BHMNCPHST01","2016-10-16T09:27:00.000000000","131","1200","10.109166666666667","1752071941058","1"
"Others-CCCPS105a","2016-10-16T10:34:00.000000000","1207","2009","10.600796416127427","1752071941058","1"
"Others-CCCPS105a","2016-10-16T08:27:00.000000000","746","2009","10.371329019412643","1752071941058","1"
"Others-CCCPS98","2016-10-16T11:01:00.000000000","1086","3103","10.349983886561391","1752071941058","1"
"Shopping","2016-10-16T10:04:00.000000000","675","1920","10.3515625","1752071941058","1"
"BHMBCCMKT01","2016-10-16T11:01:00.000000000","56","577","10.097053726169843","1752071941058","1"
"BHMNCPHST01","2016-10-16T08:27:00.000000000","91","1200","10.075833333333334","1752071941058","1"
"Others-CCCPS98","2016-10-16T10:04:00.000000000","1034","3103","10.333225910409281","1752071941058","1"
"BHMEURBRD01","2016-10-16T09:01:00.000000000","76","470","10.161702127659574","1752071941058","1"
"BHMBCCMKT01","2016-10-16T09:27:00.000000000","57","577","10.098786828422877","1752071941058","1"
"Others-CCCPS202","2016-10-16T10:04:00.000000000","870","2937","10.296220633299285","1752071941058","1"
"Others-CCCPS135a","2016-10-16T11:01:00.000000000","1571","3883","10.40458408447077","1752071941058","1"
"BHMNCPHST01","2016-10-16T11:01:00.000000000","164","1200","10.136666666666667","1752071941058","1"
"BHMBCCTHL01","2016-10-16T10:04:00.000000000","342","387","10.883720930232558","1752071941058","1"
"Shopping","2016-10-16T09:01:00.000000000","420","1920","10.21875","1752071941058","1"
"Others-CCCPS8","2016-10-16T09:27:00.000000000","711","1322","10.537821482602117","1752071941058","1"
"Others-CCCPS105a","2016-10-16T11:01:00.000000000","1219","2009","10.606769537083126","1752071941058","1"
"Broad Street","2016-10-16T09:01:00.000000000","122","690","10.1768115942029","1752071941058","1"
"BHMBCCMKT01","2016-10-16T10:34:00.000000000","56","577","10.097053726169843","1752071941058","1"
"BHMBCCMKT01","2016-10-16T10:04:00.000000000","57","577","10.098786828422877","1752071941058","1"
"BHMNCPNST01","2016-10-16T08:27:00.000000000","311","485","10.641237113402061","1752071941058","1"
"BHMNCPNST01","2016-10-16T10:04:00.000000000","356","485","10.7340206185567","1752071941058","1"
"Others-CCCPS202","2016-10-16T11:01:00.000000000","876","2937","10.29826353421859","1752071941058","1"
"Others-CCCPS135a","2016-10-16T10:04:00.000000000","1379","3883","10.355137780066958","1752071941058","1"
"Others-CCCPS119a","2016-10-16T09:01:00.000000000","379","2803","10.13521227256511","1752071941058","1"
"BHMNCPNST01","2016-10-16T09:01:00.000000000","326","485","10.672164948453608","1752071941058","1"
"BHMMBMMBX01","2016-10-16T08:27:00.000000000","265","687","10.385735080058224","1752071941058","1"
"Broad Street","2016-10-16T09:27:00.000000000","142","690","10.205797101449276","1752071941058","1"
"BHMBCCMKT01","2016-10-16T08:04:00.000000000","48","577","10.08318890814558","1752071941058","1"
"BHMBCCMKT01","2016-10-16T08:27:00.000000000","48","577","10.08318890814558","1752071941058","1"
"Shopping","2016-10-16T09:27:00.000000000","520","1920","10.270833333333334","1752071941058","1"
"Broad Street","2016-10-16T08:27:00.000000000","96","690","10.139130434782608","1752071941058","1"
"BHMEURBRD01","2016-10-16T11:01:00.000000000","137","470","10.291489361702128","1752071941058","1"
"Others-CCCPS119a","2016-10-16T11:01:00.000000000","609","2803","10.217267213699607","1752071941058","1"
"Others-CCCPS98","2016-10-16T09:27:00.000000000","921","3103","10.296809539155657","1752071941058","1"
"BHMNCPHST01","2016-10-16T09:01:00.000000000","111","1200","10.0925","1752071941058","1"
"Others-CCCPS8","2016-10-16T11:01:00.000000000","725","1322","10.548411497730712","1752071941058","1"
